,sepall,sepalw,petall,petalw,class
0,0.2222222222222221,0.6249999999999999,0.0677966101694915,0.0416666666666666,Iris-setosa
1,0.1666666666666668,0.4166666666666666,0.0677966101694915,0.0416666666666666,Iris-setosa
2,0.1111111111111111,0.5,0.0508474576271186,0.0416666666666666,Iris-setosa
3,0.0833333333333332,0.4583333333333333,0.0847457627118644,0.0416666666666666,Iris-setosa
4,0.1944444444444444,0.6666666666666666,0.0677966101694915,0.0416666666666666,Iris-setosa
5,0.3055555555555556,0.7916666666666665,0.1186440677966101,0.125,Iris-setosa
6,0.0833333333333332,0.5833333333333333,0.0677966101694915,0.0833333333333333,Iris-setosa
7,0.1944444444444444,0.5833333333333333,0.0847457627118644,0.0416666666666666,Iris-setosa
8,0.0277777777777779,0.3749999999999999,0.0677966101694915,0.0416666666666666,Iris-setosa
9,0.1666666666666668,0.4583333333333333,0.0847457627118644,0.0,Iris-setosa
10,0.3055555555555556,0.7083333333333333,0.0847457627118644,0.0416666666666666,Iris-setosa
11,0.1388888888888888,0.5833333333333333,0.1016949152542373,0.0416666666666666,Iris-setosa
12,0.1388888888888888,0.4166666666666666,0.0677966101694915,0.0,Iris-setosa
13,0.0,0.4166666666666666,0.0169491525423728,0.0,Iris-setosa
14,0.4166666666666666,0.8333333333333333,0.0338983050847457,0.0416666666666666,Iris-setosa
15,0.3888888888888889,1.0,0.0847457627118644,0.125,Iris-setosa
16,0.3055555555555556,0.7916666666666665,0.0508474576271186,0.125,Iris-setosa
17,0.2222222222222221,0.6249999999999999,0.0677966101694915,0.0833333333333333,Iris-setosa
18,0.3888888888888889,0.7499999999999998,0.1186440677966101,0.0833333333333333,Iris-setosa
19,0.2222222222222221,0.7499999999999998,0.0847457627118644,0.0833333333333333,Iris-setosa
20,0.3055555555555556,0.5833333333333333,0.1186440677966101,0.0416666666666666,Iris-setosa
21,0.2222222222222221,0.7083333333333333,0.0847457627118644,0.125,Iris-setosa
22,0.0833333333333332,0.6666666666666666,0.0,0.0416666666666666,Iris-setosa
23,0.2222222222222221,0.5416666666666665,0.1186440677966101,0.1666666666666666,Iris-setosa
24,0.1388888888888888,0.5833333333333333,0.1525423728813559,0.0416666666666666,Iris-setosa
25,0.1944444444444444,0.4166666666666666,0.1016949152542373,0.0416666666666666,Iris-setosa
26,0.1944444444444444,0.5833333333333333,0.1016949152542373,0.125,Iris-setosa
27,0.25,0.6249999999999999,0.0847457627118644,0.0416666666666666,Iris-setosa
28,0.25,0.5833333333333333,0.0677966101694915,0.0416666666666666,Iris-setosa
29,0.1111111111111111,0.5,0.1016949152542373,0.0416666666666666,Iris-setosa
30,0.1388888888888888,0.4583333333333333,0.1016949152542373,0.0416666666666666,Iris-setosa
31,0.3055555555555556,0.5833333333333333,0.0847457627118644,0.125,Iris-setosa
32,0.25,0.8749999999999998,0.0847457627118644,0.0,Iris-setosa
33,0.3333333333333333,0.9166666666666666,0.0677966101694915,0.0416666666666666,Iris-setosa
34,0.1666666666666668,0.4583333333333333,0.0847457627118644,0.0,Iris-setosa
35,0.1944444444444444,0.5,0.0338983050847457,0.0416666666666666,Iris-setosa
36,0.3333333333333333,0.6249999999999999,0.0508474576271186,0.0416666666666666,Iris-setosa
37,0.1666666666666668,0.4583333333333333,0.0847457627118644,0.0,Iris-setosa
38,0.0277777777777779,0.4166666666666666,0.0508474576271186,0.0416666666666666,Iris-setosa
39,0.2222222222222221,0.5833333333333333,0.0847457627118644,0.0416666666666666,Iris-setosa
40,0.1944444444444444,0.6249999999999999,0.0508474576271186,0.0833333333333333,Iris-setosa
41,0.0555555555555555,0.1249999999999999,0.0508474576271186,0.0833333333333333,Iris-setosa
42,0.0277777777777779,0.5,0.0508474576271186,0.0416666666666666,Iris-setosa
43,0.1944444444444444,0.6249999999999999,0.1016949152542373,0.2083333333333333,Iris-setosa
44,0.2222222222222221,0.7499999999999998,0.1525423728813559,0.125,Iris-setosa
45,0.1388888888888888,0.4166666666666666,0.0677966101694915,0.0833333333333333,Iris-setosa
46,0.2222222222222221,0.7499999999999998,0.1016949152542373,0.0416666666666666,Iris-setosa
47,0.0833333333333332,0.5,0.0677966101694915,0.0416666666666666,Iris-setosa
48,0.2777777777777777,0.7083333333333333,0.0847457627118644,0.0416666666666666,Iris-setosa
49,0.1944444444444444,0.5416666666666665,0.0677966101694915,0.0416666666666666,Iris-setosa
50,0.7499999999999999,0.5,0.6271186440677966,0.5416666666666666,Iris-versicolor
51,0.5833333333333334,0.5,0.5932203389830508,0.5833333333333334,Iris-versicolor
52,0.7222222222222222,0.4583333333333333,0.6610169491525424,0.5833333333333334,Iris-versicolor
53,0.3333333333333333,0.1249999999999999,0.5084745762711864,0.5,Iris-versicolor
54,0.611111111111111,0.3333333333333332,0.6101694915254237,0.5833333333333334,Iris-versicolor
55,0.3888888888888889,0.3333333333333332,0.5932203389830508,0.5,Iris-versicolor
56,0.5555555555555555,0.5416666666666665,0.6271186440677966,0.625,Iris-versicolor
57,0.1666666666666668,0.1666666666666666,0.3898305084745762,0.375,Iris-versicolor
58,0.6388888888888887,0.3749999999999999,0.6101694915254237,0.5,Iris-versicolor
59,0.25,0.2916666666666667,0.4915254237288135,0.5416666666666666,Iris-versicolor
